"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","362","TC33VerifyCheckboxesStateChangesCorrectly","Surefire suite","2026-09-22","passed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC33VerifyCheckboxesStateChangesCorrectly"
"","367","TC24VerifyOptionRemainsSelectedAfterReopeningAndClosing","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC24VerifyOptionRemainsSelectedAfterReopeningAndClosing"
"","316","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","317","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","315","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","359","TC34VerifyCheckboxesStateAfterRefresh","Surefire suite","2026-09-22","failed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC34VerifyCheckboxesStateAfterRefresh"
"","122","TC20PasswordIsMasked","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","TC20PasswordIsMasked"
"","741","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","277","TC25ChangeSelectedOptionUsingKeyboardArrowKeys","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC25ChangeSelectedOptionUsingKeyboardArrowKeys"
"","142","TC23SelectOption1","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC23SelectOption1"
"","822","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","722","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","716","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","325","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","66","TC32VerifyCheckboxesInitialState","Surefire suite","2026-09-22","passed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC32VerifyCheckboxesInitialState"
"","817","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","320","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","343","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","239","TC28VerifyOnlyOneOptionCanBeSelectedAtaTime","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC28VerifyOnlyOneOptionCanBeSelectedAtaTime"
"","156","TC22VerifyDropdownOptionsDisplayed","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC22VerifyDropdownOptionsDisplayed"
"","85","TC31VerifyCheckboxesAreVisible","Surefire suite","2026-09-22","passed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC31VerifyCheckboxesAreVisible"
"","317","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","117","TC37VerifyImageLoading","Surefire suite","2026-09-22","failed","2026-09-22","tests.BrokenImagesTest","Surefire test","tests.BrokenImagesTest","TC37VerifyImageLoading"
"","903","TC8Logout","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","TC8Logout"
"","234","TC30VerifyBrowserBackAndForwardNavigationBehaviour","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC30VerifyBrowserBackAndForwardNavigationBehaviour"
"","65","TC21DropdownDefaultState","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC21DropdownDefaultState"
"","389","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard"
"","1118","TC1SuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","TC1SuccessfulLogin"
"","717","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","380","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions"
"","183","TC36VerifyPageContent","Surefire suite","2026-09-22","passed","2026-09-22","tests.BrokenImagesTest","Surefire test","tests.BrokenImagesTest","TC36VerifyPageContent"
"","348","TC35VerifyCheckboxStateChangesUsingKeyboard","Surefire suite","2026-09-22","passed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC35VerifyCheckboxStateChangesUsingKeyboard"
"","825","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","334","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","668","TC9UserCannotAccessTheSecureAreaAfterLogout","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","TC9UserCannotAccessTheSecureAreaAfterLogout"
"","228","TC29VerifySelectedOptionAfterRefresh","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC29VerifySelectedOptionAfterRefresh"
"","339","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
