"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","TC23SelectOption1","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC23SelectOption1"
"","713","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","251","TC29VerifySelectedOptionAfterRefresh","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC29VerifySelectedOptionAfterRefresh"
"","351","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","83","TC31VerifyCheckboxesAreVisible","Surefire suite","2026-09-25","passed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC31VerifyCheckboxesAreVisible"
"","65","TC21DropdownDefaultState","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC21DropdownDefaultState"
"","353","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","375","TC24VerifyOptionRemainsSelectedAfterReopeningAndClosing","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC24VerifyOptionRemainsSelectedAfterReopeningAndClosing"
"","352","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","865","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","719","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","354","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","370","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","360","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","52","TC32VerifyCheckboxesInitialState","Surefire suite","2026-09-25","passed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC32VerifyCheckboxesInitialState"
"","293","TC35VerifyCheckboxStateChangesUsingKeyboard","Surefire suite","2026-09-25","passed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC35VerifyCheckboxStateChangesUsingKeyboard"
"","379","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","362","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","331","TC33VerifyCheckboxesStateChangesCorrectly","Surefire suite","2026-09-25","passed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC33VerifyCheckboxesStateChangesCorrectly"
"","175","TC36VerifyPageContent","Surefire suite","2026-09-25","passed","2026-09-25","tests.BrokenImagesTest","Surefire test","tests.BrokenImagesTest","TC36VerifyPageContent"
"","112","TC20PasswordIsMasked","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","TC20PasswordIsMasked"
"","352","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","368","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions"
"","712","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","372","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","578","TC8Logout","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","TC8Logout"
