"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","234","TC34VerifyCheckboxesStateAfterRefresh","Surefire suite","2026-09-25","failed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC34VerifyCheckboxesStateAfterRefresh"
"","222","TC35VerifyCheckboxStateChangesUsingKeyboard","Surefire suite","2026-09-25","passed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC35VerifyCheckboxStateChangesUsingKeyboard"
"","52","TC21DropdownDefaultState","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC21DropdownDefaultState"
"","740","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","104","TC37VerifyImageLoading","Surefire suite","2026-09-25","failed","2026-09-25","tests.BrokenImagesTest","Surefire test","tests.BrokenImagesTest","TC37VerifyImageLoading"
"","678","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","248","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","248","TC33VerifyCheckboxesStateChangesCorrectly","Surefire suite","2026-09-25","passed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC33VerifyCheckboxesStateChangesCorrectly"
"","190","TC30VerifyBrowserBackAndForwardNavigationBehaviour","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC30VerifyBrowserBackAndForwardNavigationBehaviour"
"","681","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","174","TC29VerifySelectedOptionAfterRefresh","Surefire suite","2026-09-25","passed","2026-09-25","tests.DropdownTest","Surefire test","tests.DropdownTest","TC29VerifySelectedOptionAfterRefresh"
"","239","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","238","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","41","TC32VerifyCheckboxesInitialState","Surefire suite","2026-09-25","passed","2026-09-25","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC32VerifyCheckboxesInitialState"
"","241","unsuccessfulLogin","Surefire suite","2026-09-25","passed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
