"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","289","TC29VerifySelectedOptionAfterRefresh","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC29VerifySelectedOptionAfterRefresh"
"","768","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","302","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","799","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","122","TC21DropdownDefaultState","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC21DropdownDefaultState"
"","139","TC20PasswordIsMasked","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","TC20PasswordIsMasked"
"","300","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","269","TC34VerifyCheckboxesStateAfterRefresh","Surefire suite","2026-09-23","failed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC34VerifyCheckboxesStateAfterRefresh"
"","410","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","315","TC28VerifyOnlyOneOptionCanBeSelectedAtaTime","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC28VerifyOnlyOneOptionCanBeSelectedAtaTime"
"","341","TC33VerifyCheckboxesStateChangesCorrectly","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC33VerifyCheckboxesStateChangesCorrectly"
"","281","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","232","TC23SelectOption1","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC23SelectOption1"
"","308","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","294","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","274","TC30VerifyBrowserBackAndForwardNavigationBehaviour","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC30VerifyBrowserBackAndForwardNavigationBehaviour"
"","228","TC36VerifyPageContent","Surefire suite","2026-09-23","passed","2026-09-23","tests.BrokenImagesTest","Surefire test","tests.BrokenImagesTest","TC36VerifyPageContent"
"","337","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","366","TC25ChangeSelectedOptionUsingKeyboardArrowKeys","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC25ChangeSelectedOptionUsingKeyboardArrowKeys"
"","454","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions"
"","476","TC9UserCannotAccessTheSecureAreaAfterLogout","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","TC9UserCannotAccessTheSecureAreaAfterLogout"
"","459","TC24VerifyOptionRemainsSelectedAfterReopeningAndClosing","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC24VerifyOptionRemainsSelectedAfterReopeningAndClosing"
"","276","TC22VerifyDropdownOptionsDisplayed","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC22VerifyDropdownOptionsDisplayed"
"","305","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","764","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","56","TC32VerifyCheckboxesInitialState","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC32VerifyCheckboxesInitialState"
"","883","TC8Logout","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","TC8Logout"
"","948","TC1SuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","TC1SuccessfulLogin"
"","294","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","317","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","65","TC31VerifyCheckboxesAreVisible","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC31VerifyCheckboxesAreVisible"
"","765","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","526","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard"
"","295","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","215","TC37VerifyImageLoading","Surefire suite","2026-09-23","failed","2026-09-23","tests.BrokenImagesTest","Surefire test","tests.BrokenImagesTest","TC37VerifyImageLoading"
"","295","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","282","TC35VerifyCheckboxStateChangesUsingKeyboard","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC35VerifyCheckboxStateChangesUsingKeyboard"
