"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","192","TC37VerifyImageLoading","Surefire suite","2026-09-23","failed","2026-09-23","tests.BrokenImagesTest","Surefire test","tests.BrokenImagesTest","TC37VerifyImageLoading"
"","312","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","503","TC1SuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","TC1SuccessfulLogin"
"","314","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","261","TC34VerifyCheckboxesStateAfterRefresh","Surefire suite","2026-09-23","failed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC34VerifyCheckboxesStateAfterRefresh"
"","324","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","448","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard"
"","184","TC22VerifyDropdownOptionsDisplayed","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC22VerifyDropdownOptionsDisplayed"
"","280","TC33VerifyCheckboxesStateChangesCorrectly","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC33VerifyCheckboxesStateChangesCorrectly"
"","710","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","114","TC21DropdownDefaultState","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC21DropdownDefaultState"
"","303","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","110","TC20PasswordIsMasked","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","TC20PasswordIsMasked"
"","50","TC31VerifyCheckboxesAreVisible","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC31VerifyCheckboxesAreVisible"
"","336","TC25ChangeSelectedOptionUsingKeyboardArrowKeys","Surefire suite","2026-09-23","passed","2026-09-23","tests.DropdownTest","Surefire test","tests.DropdownTest","TC25ChangeSelectedOptionUsingKeyboardArrowKeys"
"","327","unsuccessfulLogin","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
