"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","292","TC30VerifyBrowserBackAndForwardNavigationBehaviour","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC30VerifyBrowserBackAndForwardNavigationBehaviour"
"","501","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC26NavigateSelectAndChangeDropdownOptionViaKeyboard"
"","764","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","308","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","318","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","373","TC25ChangeSelectedOptionUsingKeyboardArrowKeys","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC25ChangeSelectedOptionUsingKeyboardArrowKeys"
"","298","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","476","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC27VerifyTheArrowUpAndDownOnTheFirstAndLastOptions"
"","117","TC21DropdownDefaultState","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC21DropdownDefaultState"
"","312","TC28VerifyOnlyOneOptionCanBeSelectedAtaTime","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC28VerifyOnlyOneOptionCanBeSelectedAtaTime"
"","339","TC33VerifyCheckboxesStateChangesCorrectly","Surefire suite","2026-09-22","passed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC33VerifyCheckboxesStateChangesCorrectly"
"","306","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","313","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","876","TC8Logout","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","TC8Logout"
"","243","TC22VerifyDropdownOptionsDisplayed","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC22VerifyDropdownOptionsDisplayed"
"","266","TC29VerifySelectedOptionAfterRefresh","Surefire suite","2026-09-22","passed","2026-09-22","tests.DropdownTest","Surefire test","tests.DropdownTest","TC29VerifySelectedOptionAfterRefresh"
"","68","TC31VerifyCheckboxesAreVisible","Surefire suite","2026-09-22","passed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC31VerifyCheckboxesAreVisible"
"","992","TC9UserCannotAccessTheSecureAreaAfterLogout","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","TC9UserCannotAccessTheSecureAreaAfterLogout"
"","305","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","278","TC35VerifyCheckboxStateChangesUsingKeyboard","Surefire suite","2026-09-22","passed","2026-09-22","tests.CheckboxTest","Surefire test","tests.CheckboxTest","TC35VerifyCheckboxStateChangesUsingKeyboard"
"","755","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
"","328","unsuccessfulLogin","Surefire suite","2026-09-22","passed","2026-09-22","tests.LoginTest","Surefire test","tests.LoginTest","unsuccessfulLogin"
